표층형,*,*,*,품사태그,의미부류,종성 유무,읽기,*,*,*,*,*
紫霞洞,*,*,*,NNG,*,T,자하동,*,*,*,*,*
紫霞門,*,*,*,NNG,*,T,자하문,*,*,*,*,*
紫霞裳,*,*,*,NNG,*,T,자하상,*,*,*,*,*
自下하다,*,*,*,VV,*,F,자하하다,*,*,*,*,*
子瘧,*,*,*,NNG,*,T,자학,*,*,*,*,*
字學,*,*,*,NNG,*,T,자학,*,*,*,*,*
自虐,*,*,*,NNG,*,T,자학,*,*,*,*,*
自學,*,*,*,NNG,*,T,자학,*,*,*,*,*
自學,*,*,*,NNG,*,T,자학,*,*,*,*,*
自學書,*,*,*,NNG,*,F,자학서,*,*,*,*,*
自學自習,*,*,*,NNG,*,T,자학자습,*,*,*,*,*
自學自習하다,*,*,*,VV,*,F,자학자습하다,*,*,*,*,*
自虐的,*,*,*,MM,*,T,자학적,*,*,*,*,*
自虐的,*,*,*,NNG,*,T,자학적,*,*,*,*,*
自虐하다,*,*,*,VV,*,F,자학하다,*,*,*,*,*
自學하다,*,*,*,VV,*,F,자학하다,*,*,*,*,*
自汗,*,*,*,NNG,*,T,자한,*,*,*,*,*
赭汗,*,*,*,NNG,*,T,자한,*,*,*,*,*
自汗하다,*,*,*,VV,*,F,자한하다,*,*,*,*,*
自割,*,*,*,NNG,*,T,자할,*,*,*,*,*
自割하다,*,*,*,VV,*,F,자할하다,*,*,*,*,*
慈航,*,*,*,NNG,*,T,자항,*,*,*,*,*
字解,*,*,*,NNG,*,F,자해,*,*,*,*,*
自害,*,*,*,NNG,*,F,자해,*,*,*,*,*
自害,*,*,*,NNG,*,F,자해,*,*,*,*,*
自解,*,*,*,NNG,*,F,자해,*,*,*,*,*
自解,*,*,*,NNG,*,F,자해,*,*,*,*,*
自解,*,*,*,NNG,*,F,자해,*,*,*,*,*
自解,*,*,*,NNG,*,F,자해,*,*,*,*,*
字解하다,*,*,*,VV,*,F,자해하다,*,*,*,*,*
自害하다,*,*,*,VV,*,F,자해하다,*,*,*,*,*
自害하다,*,*,*,VV,*,F,자해하다,*,*,*,*,*
自解하다,*,*,*,VV,*,F,자해하다,*,*,*,*,*
自解하다,*,*,*,VV,*,F,자해하다,*,*,*,*,*
自解하다,*,*,*,VV,*,F,자해하다,*,*,*,*,*
自解하다,*,*,*,VV,*,F,자해하다,*,*,*,*,*
自劾,*,*,*,NNG,*,T,자핵,*,*,*,*,*
自劾疏,*,*,*,NNG,*,F,자핵소,*,*,*,*,*
自劾하다,*,*,*,VV,*,F,자핵하다,*,*,*,*,*
自行,*,*,*,NNG,*,T,자행,*,*,*,*,*
自行,*,*,*,NNG,*,T,자행,*,*,*,*,*
字行,*,*,*,NNG,*,T,자행,*,*,*,*,*
恣行,*,*,*,NNG,*,T,자행,*,*,*,*,*
恣行,*,*,*,NNG,*,T,자행,*,*,*,*,*
自行加持,*,*,*,NNG,*,F,자행가지,*,*,*,*,*
自行車,*,*,*,NNG,*,F,자행거,*,*,*,*,*
恣行되다,*,*,*,VV,*,F,자행되다,*,*,*,*,*
恣行되다,*,*,*,VV,*,F,자행되다,*,*,*,*,*
自行自止,*,*,*,NNG,*,F,자행자지,*,*,*,*,*
自行自止하다,*,*,*,VV,*,F,자행자지하다,*,*,*,*,*
自行하다,*,*,*,VV,*,F,자행하다,*,*,*,*,*
恣行하다,*,*,*,VV,*,F,자행하다,*,*,*,*,*
恣行하다,*,*,*,VV,*,F,자행하다,*,*,*,*,*
自行化他,*,*,*,NNG,*,F,자행화타,*,*,*,*,*
自許,*,*,*,NNG,*,F,자허,*,*,*,*,*
自許,*,*,*,NNG,*,F,자허,*,*,*,*,*
自詡,*,*,*,NNG,*,F,자허,*,*,*,*,*
自詡하다,*,*,*,VV,*,F,자허하다,*,*,*,*,*
自許하다,*,*,*,VV,*,F,자허하다,*,*,*,*,*
自許하다,*,*,*,VV,*,F,자허하다,*,*,*,*,*
自獻,*,*,*,NNG,*,T,자헌,*,*,*,*,*
資憲大夫,*,*,*,NNG,*,F,자헌대부,*,*,*,*,*
自獻致命,*,*,*,NNG,*,T,자헌치명,*,*,*,*,*
自現,*,*,*,NNG,*,T,자현,*,*,*,*,*
子絃,*,*,*,NNG,*,T,자현,*,*,*,*,*
子絃,*,*,*,NNG,*,T,자현,*,*,*,*,*
子懸,*,*,*,NNG,*,T,자현,*,*,*,*,*
子懸症,*,*,*,NNG,*,T,자현증,*,*,*,*,*
自現하다,*,*,*,VV,*,F,자현하다,*,*,*,*,*
自狹,*,*,*,NNG,*,T,자협,*,*,*,*,*
自狹하다,*,*,*,VA,*,F,자협하다,*,*,*,*,*
自形,*,*,*,NNG,*,T,자형,*,*,*,*,*
姊兄,*,*,*,NNG,*,T,자형,*,*,*,*,*
紫荊,*,*,*,NNG,*,T,자형,*,*,*,*,*
慈兄,*,*,*,NNG,*,T,자형,*,*,*,*,*
字形,*,*,*,NNG,*,T,자형,*,*,*,*,*
字型,*,*,*,NNG,*,T,자형,*,*,*,*,*
紫荊花,*,*,*,NNG,*,F,자형화,*,*,*,*,*
慈惠,*,*,*,NNG,*,F,자혜,*,*,*,*,*
慈惠로이,*,*,*,MAG,*,F,자혜로이,*,*,*,*,*
慈惠롭다,*,*,*,VA,*,F,자혜롭다,*,*,*,*,*
慈惠病院,*,*,*,NNG,*,T,자혜병원,*,*,*,*,*
慈惠醫院,*,*,*,NNG,*,T,자혜의원,*,*,*,*,*
子壺,*,*,*,NNG,*,F,자호,*,*,*,*,*
字號,*,*,*,NNG,*,F,자호,*,*,*,*,*
字號,*,*,*,NNG,*,F,자호,*,*,*,*,*
自號,*,*,*,NNG,*,F,자호,*,*,*,*,*
自護本體,*,*,*,NNG,*,F,자호본체,*,*,*,*,*
自護體,*,*,*,NNG,*,F,자호체,*,*,*,*,*
自號하다,*,*,*,VV,*,F,자호하다,*,*,*,*,*
自惚,*,*,*,NNG,*,T,자홀,*,*,*,*,*
自惚하다,*,*,*,VV,*,F,자홀하다,*,*,*,*,*
紫紅,*,*,*,NNG,*,T,자홍,*,*,*,*,*
紫紅色,*,*,*,NNG,*,T,자홍색,*,*,*,*,*
自火,*,*,*,NNG,*,F,자화,*,*,*,*,*
自花,*,*,*,NNG,*,F,자화,*,*,*,*,*
自花,*,*,*,NNG,*,F,자화,*,*,*,*,*
自畫,*,*,*,NNG,*,F,자화,*,*,*,*,*
雌花,*,*,*,NNG,*,F,자화,*,*,*,*,*
磁化,*,*,*,NNG,*,F,자화,*,*,*,*,*
磁化曲線,*,*,*,NNG,*,T,자화곡선,*,*,*,*,*
磁化度,*,*,*,NNG,*,F,자화도,*,*,*,*,*
磁化되다,*,*,*,VV,*,F,자화되다,*,*,*,*,*
磁化力,*,*,*,NNG,*,T,자화력,*,*,*,*,*
磁化焙燒,*,*,*,NNG,*,F,자화배소,*,*,*,*,*
自畫像,*,*,*,NNG,*,T,자화상,*,*,*,*,*
自畫像,*,*,*,NNG,*,T,자화상,*,*,*,*,*
雌花穗,*,*,*,NNG,*,F,자화수,*,*,*,*,*
自花受粉,*,*,*,NNG,*,T,자화수분,*,*,*,*,*
自花受精,*,*,*,NNG,*,T,자화수정,*,*,*,*,*
磁化率,*,*,*,NNG,*,T,자화율,*,*,*,*,*
自畫自讚,*,*,*,NNG,*,T,자화자찬,*,*,*,*,*
自畫自讚하다,*,*,*,VV,*,F,자화자찬하다,*,*,*,*,*
磁化電流,*,*,*,NNG,*,F,자화전류,*,*,*,*,*
自畫讚,*,*,*,NNG,*,T,자화찬,*,*,*,*,*
自畫讚하다,*,*,*,VV,*,F,자화찬하다,*,*,*,*,*
刺花菜,*,*,*,NNG,*,F,자화채,*,*,*,*,*
紫花菜,*,*,*,NNG,*,F,자화채,*,*,*,*,*
磁化하다,*,*,*,VV,*,F,자화하다,*,*,*,*,*
自活,*,*,*,NNG,*,T,자활,*,*,*,*,*
自活指導事業,*,*,*,NNG,*,T,자활지도사업,*,*,*,*,*
自活하다,*,*,*,VV,*,F,자활하다,*,*,*,*,*
雌黃,*,*,*,NNG,*,T,자황,*,*,*,*,*
雌黃,*,*,*,NNG,*,T,자황,*,*,*,*,*
雌黃,*,*,*,NNG,*,T,자황,*,*,*,*,*
雌黃,*,*,*,NNG,*,T,자황,*,*,*,*,*
雌黃,*,*,*,NNG,*,T,자황,*,*,*,*,*
赭黃色,*,*,*,NNG,*,T,자황색,*,*,*,*,*
磁黃鐵鑛,*,*,*,NNG,*,T,자황철광,*,*,*,*,*
磁黃鐵石,*,*,*,NNG,*,T,자황철석,*,*,*,*,*
自悔,*,*,*,NNG,*,F,자회,*,*,*,*,*
自晦,*,*,*,NNG,*,F,자회,*,*,*,*,*
資賄,*,*,*,NNG,*,F,자회,*,*,*,*,*
資賄,*,*,*,NNG,*,F,자회,*,*,*,*,*
慈誨,*,*,*,NNG,*,F,자회,*,*,*,*,*
子會社,*,*,*,NNG,*,F,자회사,*,*,*,*,*
紫灰色,*,*,*,NNG,*,T,자회색,*,*,*,*,*
自悔하다,*,*,*,VV,*,F,자회하다,*,*,*,*,*
自晦하다,*,*,*,VV,*,F,자회하다,*,*,*,*,*
字劃,*,*,*,NNG,*,T,자획,*,*,*,*,*
自劃,*,*,*,NNG,*,T,자획,*,*,*,*,*
自劃하다,*,*,*,VV,*,F,자획하다,*,*,*,*,*
恣橫,*,*,*,NNG,*,T,자횡,*,*,*,*,*
恣橫하다,*,*,*,VV,*,F,자횡하다,*,*,*,*,*
自效,*,*,*,NNG,*,F,자효,*,*,*,*,*
慈孝,*,*,*,NNG,*,F,자효,*,*,*,*,*
慈孝,*,*,*,NNG,*,F,자효,*,*,*,*,*
自效的聖事,*,*,*,NNG,*,F,자효적성사,*,*,*,*,*
自效하다,*,*,*,VV,*,F,자효하다,*,*,*,*,*
慈孝하다,*,*,*,VV,*,F,자효하다,*,*,*,*,*
自後,*,*,*,NNG,*,F,자후,*,*,*,*,*
子暈,*,*,*,NNG,*,T,자훈,*,*,*,*,*
字訓,*,*,*,NNG,*,T,자훈,*,*,*,*,*
字訓,*,*,*,NNG,*,T,자훈,*,*,*,*,*
慈訓,*,*,*,NNG,*,T,자훈,*,*,*,*,*
字訓釋,*,*,*,NNG,*,T,자훈석,*,*,*,*,*
訾毁,*,*,*,NNG,*,F,자훼,*,*,*,*,*
訾毁하다,*,*,*,VV,*,F,자훼하다,*,*,*,*,*
字彙,*,*,*,NNG,*,F,자휘,*,*,*,*,*
字彙,*,*,*,NNG,*,F,자휘,*,*,*,*,*
慈恤,*,*,*,NNG,*,T,자휼,*,*,*,*,*
字恤,*,*,*,NNG,*,T,자휼,*,*,*,*,*
字恤典禮,*,*,*,NNG,*,F,자휼전례,*,*,*,*,*
字恤典則,*,*,*,NNG,*,T,자휼전칙,*,*,*,*,*
字恤하다,*,*,*,VV,*,F,자휼하다,*,*,*,*,*
慈恤하다,*,*,*,VV,*,F,자휼하다,*,*,*,*,*
紫黑,*,*,*,NNG,*,T,자흑,*,*,*,*,*
紫黑色,*,*,*,NNG,*,T,자흑색,*,*,*,*,*
疵痕,*,*,*,NNG,*,T,자흔,*,*,*,*,*
자흘馬,*,*,*,NNG,*,F,자흘마,*,*,*,*,*
爵,*,*,*,NNG,*,T,작,*,*,*,*,*
作,*,*,*,NNG,*,T,작,*,*,*,*,*
勺,*,*,*,NNB,*,T,작,*,*,*,*,*
勺,*,*,*,NNB,*,T,작,*,*,*,*,*
作,*,*,*,NNG,*,T,작,*,*,*,*,*
作,*,*,*,NNG,*,T,작,*,*,*,*,*
作,*,*,*,NNG,*,T,작,*,*,*,*,*
昨,*,*,*,MM,*,T,작,*,*,*,*,*
爵,*,*,*,NNG,*,T,작,*,*,*,*,*
爵,*,*,*,NNG,*,T,작,*,*,*,*,*
作,*,*,*,XPN,*,T,작,*,*,*,*,*
作,*,*,*,XPN,*,T,작,*,*,*,*,*
作歌,*,*,*,NNG,*,F,작가,*,*,*,*,*
作家,*,*,*,NNG,*,F,작가,*,*,*,*,*
作家系統,*,*,*,NNG,*,T,작가계통,*,*,*,*,*
作家論,*,*,*,NNG,*,T,작가론,*,*,*,*,*
作家的,*,*,*,MM,*,T,작가적,*,*,*,*,*
作家的,*,*,*,NNG,*,T,작가적,*,*,*,*,*
作家主義,*,*,*,NNG,*,F,작가주의,*,*,*,*,*
作歌하다,*,*,*,VV,*,F,작가하다,*,*,*,*,*
作奸,*,*,*,NNG,*,T,작간,*,*,*,*,*
作奸하다,*,*,*,VV,*,F,작간하다,*,*,*,*,*
作客,*,*,*,NNG,*,T,작객,*,*,*,*,*
作客하다,*,*,*,VV,*,F,작객하다,*,*,*,*,*
작게보임症,*,*,*,NNG,*,T,작게보임증,*,*,*,*,*
柞繭,*,*,*,NNG,*,T,작견,*,*,*,*,*
作梗,*,*,*,NNG,*,T,작경,*,*,*,*,*
作梗하다,*,*,*,VV,*,F,작경하다,*,*,*,*,*
作契,*,*,*,NNG,*,F,작계,*,*,*,*,*
作契,*,*,*,NNG,*,F,작계,*,*,*,*,*
作戒,*,*,*,NNG,*,F,작계,*,*,*,*,*
作契하다,*,*,*,VV,*,F,작계하다,*,*,*,*,*
作契하다,*,*,*,VV,*,F,작계하다,*,*,*,*,*
作故,*,*,*,NNG,*,F,작고,*,*,*,*,*
作苦,*,*,*,NNG,*,F,작고,*,*,*,*,*
作苦하다,*,*,*,VV,*,F,작고하다,*,*,*,*,*
作故하다,*,*,*,VV,*,F,작고하다,*,*,*,*,*
作穀,*,*,*,NNG,*,T,작곡,*,*,*,*,*
作曲,*,*,*,NNG,*,T,작곡,*,*,*,*,*
作穀,*,*,*,NNG,*,T,작곡,*,*,*,*,*
作曲家,*,*,*,NNG,*,F,작곡가,*,*,*,*,*
作曲界,*,*,*,NNG,*,F,작곡계,*,*,*,*,*
作曲되다,*,*,*,VV,*,F,작곡되다,*,*,*,*,*
作曲法,*,*,*,NNG,*,T,작곡법,*,*,*,*,*
作曲者,*,*,*,NNG,*,F,작곡자,*,*,*,*,*
作曲集,*,*,*,NNG,*,T,작곡집,*,*,*,*,*
作曲하다,*,*,*,VV,*,F,작곡하다,*,*,*,*,*
作穀하다,*,*,*,VV,*,F,작곡하다,*,*,*,*,*
作穀하다,*,*,*,VV,*,F,작곡하다,*,*,*,*,*
作曲學,*,*,*,NNG,*,T,작곡학,*,*,*,*,*
灼骨,*,*,*,NNG,*,T,작골,*,*,*,*,*
灼骨하다,*,*,*,VV,*,F,작골하다,*,*,*,*,*
作窠,*,*,*,NNG,*,F,작과,*,*,*,*,*
作窠하다,*,*,*,VV,*,F,작과하다,*,*,*,*,*
作貫,*,*,*,NNG,*,T,작관,*,*,*,*,*
作貫하다,*,*,*,VV,*,F,작관하다,*,*,*,*,*
作壙,*,*,*,NNG,*,T,작광,*,*,*,*,*
作壙하다,*,*,*,VV,*,F,작광하다,*,*,*,*,*
酌交,*,*,*,NNG,*,F,작교,*,*,*,*,*
繳交,*,*,*,NNG,*,F,작교,*,*,*,*,*
鵲橋,*,*,*,NNG,*,F,작교,*,*,*,*,*
酌交하다,*,*,*,VV,*,F,작교하다,*,*,*,*,*
繳交하다,*,*,*,VV,*,F,작교하다,*,*,*,*,*
雀口,*,*,*,NNG,*,F,작구,*,*,*,*,*
作溝機,*,*,*,NNG,*,F,작구기,*,*,*,*,*
作局,*,*,*,NNG,*,T,작국,*,*,*,*,*
作權,*,*,*,NNG,*,T,작권,*,*,*,*,*
作斤,*,*,*,NNG,*,T,작근,*,*,*,*,*
作斤,*,*,*,NNG,*,T,작근,*,*,*,*,*
作斤하다,*,*,*,VV,*,F,작근하다,*,*,*,*,*
作斤하다,*,*,*,VV,*,F,작근하다,*,*,*,*,*
昨今,*,*,*,NNG,*,T,작금,*,*,*,*,*
昨今,*,*,*,NNG,*,T,작금,*,*,*,*,*
昨今年,*,*,*,NNG,*,T,작금년,*,*,*,*,*
昨今兩年,*,*,*,NNG,*,T,작금양년,*,*,*,*,*
昨今兩日,*,*,*,NNG,*,T,작금양일,*,*,*,*,*
作拏,*,*,*,NNG,*,F,작나,*,*,*,*,*
作拏하다,*,*,*,VV,*,F,작나하다,*,*,*,*,*
繳納,*,*,*,NNG,*,T,작납,*,*,*,*,*
繳納하다,*,*,*,VV,*,F,작납하다,*,*,*,*,*
昨年,*,*,*,NNG,*,T,작년,*,*,*,*,*
昨年度,*,*,*,NNG,*,F,작년도,*,*,*,*,*
作農,*,*,*,NNG,*,T,작농,*,*,*,*,*
作農하다,*,*,*,VV,*,F,작농하다,*,*,*,*,*
雀腦,*,*,*,NNG,*,F,작뇌,*,*,*,*,*
作鬧,*,*,*,NNG,*,F,작뇨,*,*,*,*,*
作鬧하다,*,*,*,VV,*,F,작뇨하다,*,*,*,*,*
作壇,*,*,*,NNG,*,T,작단,*,*,*,*,*
斫斷,*,*,*,NNG,*,T,작단,*,*,*,*,*
斫斷하다,*,*,*,VV,*,F,작단하다,*,*,*,*,*
作畓,*,*,*,NNG,*,T,작답,*,*,*,*,*
作畓하다,*,*,*,VV,*,F,작답하다,*,*,*,*,*
作黨,*,*,*,NNG,*,T,작당,*,*,*,*,*
作黨하다,*,*,*,VV,*,F,작당하다,*,*,*,*,*
作圖,*,*,*,NNG,*,F,작도,*,*,*,*,*
作圖,*,*,*,NNG,*,F,작도,*,*,*,*,*
斫刀,*,*,*,NNG,*,F,작도,*,*,*,*,*
作圖公準,*,*,*,NNG,*,T,작도공준,*,*,*,*,*
作圖問題,*,*,*,NNG,*,F,작도문제,*,*,*,*,*
作圖法,*,*,*,NNG,*,T,작도법,*,*,*,*,*
作圖不可能問題,*,*,*,NNG,*,F,작도불가능문제,*,*,*,*,*
作圖不能問題,*,*,*,NNG,*,F,작도불능문제,*,*,*,*,*
作導掌,*,*,*,NNG,*,T,작도장,*,*,*,*,*
作圖題,*,*,*,NNG,*,F,작도제,*,*,*,*,*
作圖하다,*,*,*,VV,*,F,작도하다,*,*,*,*,*
作圖하다,*,*,*,VV,*,F,작도하다,*,*,*,*,*
昨冬,*,*,*,NNG,*,T,작동,*,*,*,*,*
作動,*,*,*,NNG,*,T,작동,*,*,*,*,*
作動되다,*,*,*,VV,*,F,작동되다,*,*,*,*,*
作動遺傳子,*,*,*,NNG,*,F,작동유전자,*,*,*,*,*
作動體,*,*,*,NNG,*,F,작동체,*,*,*,*,*
作動하다,*,*,*,VV,*,F,작동하다,*,*,*,*,*
作頭,*,*,*,NNG,*,F,작두,*,*,*,*,*
鵲豆,*,*,*,NNG,*,F,작두,*,*,*,*,*
작두板,*,*,*,NNG,*,T,작두판,*,*,*,*,*
雀頭筆,*,*,*,NNG,*,T,작두필,*,*,*,*,*
作頭하다,*,*,*,VV,*,F,작두하다,*,*,*,*,*
雀頭香,*,*,*,NNG,*,T,작두향,*,*,*,*,*
작둣間,*,*,*,NNG,*,T,작둣간,*,*,*,*,*
雀羅,*,*,*,NNG,*,F,작라,*,*,*,*,*
雀卵,*,*,*,NNG,*,T,작란,*,*,*,*,*
作亂,*,*,*,NNG,*,T,작란,*,*,*,*,*
作亂,*,*,*,NNG,*,T,작란,*,*,*,*,*
灼爛,*,*,*,NNG,*,T,작란,*,*,*,*,*
雀卵斑,*,*,*,NNG,*,T,작란반,*,*,*,*,*
作亂하다,*,*,*,VV,*,F,작란하다,*,*,*,*,*
灼爛하다,*,*,*,VV,*,F,작란하다,*,*,*,*,*
繳來,*,*,*,NNG,*,F,작래,*,*,*,*,*
繳來하다,*,*,*,VV,*,F,작래하다,*,*,*,*,*
作略,*,*,*,NNG,*,T,작략,*,*,*,*,*
作略하다,*,*,*,VV,*,F,작략하다,*,*,*,*,*
作兩,*,*,*,NNG,*,T,작량,*,*,*,*,*
作兩,*,*,*,NNG,*,T,작량,*,*,*,*,*
酌量,*,*,*,NNG,*,T,작량,*,*,*,*,*
酌量減輕,*,*,*,NNG,*,T,작량감경,*,*,*,*,*
酌量하다,*,*,*,VV,*,F,작량하다,*,*,*,*,*
作兩하다,*,*,*,VV,*,F,작량하다,*,*,*,*,*
作兩하다,*,*,*,VV,*,F,작량하다,*,*,*,*,*
作侶,*,*,*,NNG,*,F,작려,*,*,*,*,*
作侶하다,*,*,*,VV,*,F,작려하다,*,*,*,*,*
作力,*,*,*,NNG,*,T,작력,*,*,*,*,*
作力하다,*,*,*,VV,*,F,작력하다,*,*,*,*,*
炸裂,*,*,*,NNG,*,T,작렬,*,*,*,*,*
炸裂,*,*,*,NNG,*,T,작렬,*,*,*,*,*
炸裂되다,*,*,*,VV,*,F,작렬되다,*,*,*,*,*
炸裂되다,*,*,*,VV,*,F,작렬되다,*,*,*,*,*
炸裂하다,*,*,*,VV,*,F,작렬하다,*,*,*,*,*
炸裂하다,*,*,*,VV,*,F,작렬하다,*,*,*,*,*
作例,*,*,*,NNG,*,F,작례,*,*,*,*,*
酌例,*,*,*,NNG,*,F,작례,*,*,*,*,*
作路,*,*,*,NNG,*,F,작로,*,*,*,*,*
作路,*,*,*,NNG,*,F,작로,*,*,*,*,*
作路하다,*,*,*,VV,*,F,작로하다,*,*,*,*,*
作路하다,*,*,*,VV,*,F,작로하다,*,*,*,*,*
爵祿,*,*,*,NNG,*,T,작록,*,*,*,*,*
爵料,*,*,*,NNG,*,F,작료,*,*,*,*,*
作僚,*,*,*,NNG,*,F,작료,*,*,*,*,*
作僚하다,*,*,*,VV,*,F,작료하다,*,*,*,*,*
作離,*,*,*,NNG,*,F,작리,*,*,*,*,*
作離하다,*,*,*,VV,*,F,작리하다,*,*,*,*,*
作鄰,*,*,*,NNG,*,T,작린,*,*,*,*,*
作鄰하다,*,*,*,VV,*,F,작린하다,*,*,*,*,*
作滿,*,*,*,NNG,*,T,작만,*,*,*,*,*
昨晩,*,*,*,NNG,*,T,작만,*,*,*,*,*
作末,*,*,*,NNG,*,T,작말,*,*,*,*,*
作末하다,*,*,*,VV,*,F,작말하다,*,*,*,*,*
繳網,*,*,*,NNG,*,T,작망,*,*,*,*,*
雀麥,*,*,*,NNG,*,T,작맥,*,*,*,*,*
雀麥,*,*,*,NNG,*,T,작맥,*,*,*,*,*
雀盲,*,*,*,NNG,*,T,작맹,*,*,*,*,*
綽名,*,*,*,NNG,*,T,작명,*,*,*,*,*
爵名,*,*,*,NNG,*,T,작명,*,*,*,*,*
作命,*,*,*,NNG,*,T,작명,*,*,*,*,*
作名,*,*,*,NNG,*,T,작명,*,*,*,*,*
作名,*,*,*,NNG,*,T,작명,*,*,*,*,*
作名家,*,*,*,NNG,*,F,작명가,*,*,*,*,*
作名師,*,*,*,NNG,*,F,작명사,*,*,*,*,*
作名所,*,*,*,NNG,*,F,작명소,*,*,*,*,*
作名하다,*,*,*,VV,*,F,작명하다,*,*,*,*,*
作名하다,*,*,*,VV,*,F,작명하다,*,*,*,*,*
斫木,*,*,*,NNG,*,T,작목,*,*,*,*,*
柞木,*,*,*,NNG,*,T,작목,*,*,*,*,*
柞木,*,*,*,NNG,*,T,작목,*,*,*,*,*
雀目,*,*,*,NNG,*,T,작목,*,*,*,*,*
作木,*,*,*,NNG,*,T,작목,*,*,*,*,*
作木하다,*,*,*,VV,*,F,작목하다,*,*,*,*,*
斫木하다,*,*,*,VV,*,F,작목하다,*,*,*,*,*
昨夢,*,*,*,NNG,*,T,작몽,*,*,*,*,*
昨夢,*,*,*,NNG,*,T,작몽,*,*,*,*,*
作門,*,*,*,NNG,*,T,작문,*,*,*,*,*
作文,*,*,*,NNG,*,T,작문,*,*,*,*,*
作文,*,*,*,NNG,*,T,작문,*,*,*,*,*
作文,*,*,*,NNG,*,T,작문,*,*,*,*,*
作文法,*,*,*,NNG,*,T,작문법,*,*,*,*,*
作文政治,*,*,*,NNG,*,F,작문정치,*,*,*,*,*
作文하다,*,*,*,VV,*,F,작문하다,*,*,*,*,*
作物,*,*,*,NNG,*,T,작물,*,*,*,*,*
作物氣象,*,*,*,NNG,*,T,작물기상,*,*,*,*,*
作物試驗,*,*,*,NNG,*,T,작물시험,*,*,*,*,*
作物遺傳子,*,*,*,NNG,*,F,작물유전자,*,*,*,*,*
作物栽培學,*,*,*,NNG,*,T,작물재배학,*,*,*,*,*
作物積算溫度,*,*,*,NNG,*,F,작물적산온도,*,*,*,*,*
作物學,*,*,*,NNG,*,T,작물학,*,*,*,*,*
作物限界,*,*,*,NNG,*,F,작물한계,*,*,*,*,*
作米,*,*,*,NNG,*,F,작미,*,*,*,*,*
作米,*,*,*,NNG,*,F,작미,*,*,*,*,*
嚼米神判,*,*,*,NNG,*,T,작미신판,*,*,*,*,*
作米하다,*,*,*,VV,*,F,작미하다,*,*,*,*,*
作米하다,*,*,*,VV,*,F,작미하다,*,*,*,*,*
作伴,*,*,*,NNG,*,T,작반,*,*,*,*,*
雀斑,*,*,*,NNG,*,T,작반,*,*,*,*,*
作伴하다,*,*,*,VV,*,F,작반하다,*,*,*,*,*
炸發,*,*,*,NNG,*,T,작발,*,*,*,*,*
炸發하다,*,*,*,VV,*,F,작발하다,*,*,*,*,*
作坊,*,*,*,NNG,*,T,작방,*,*,*,*,*
作配,*,*,*,NNG,*,F,작배,*,*,*,*,*
作輩,*,*,*,NNG,*,F,작배,*,*,*,*,*
作配하다,*,*,*,VV,*,F,작배하다,*,*,*,*,*
作輩하다,*,*,*,VV,*,F,작배하다,*,*,*,*,*
斫伐,*,*,*,NNG,*,T,작벌,*,*,*,*,*
斫伐하다,*,*,*,VV,*,F,작벌하다,*,*,*,*,*
作犯,*,*,*,NNG,*,T,작범,*,*,*,*,*
作梵闍梨,*,*,*,NNG,*,F,작범사리,*,*,*,*,*
作犯하다,*,*,*,VV,*,F,작범하다,*,*,*,*,*
作法,*,*,*,NNG,*,T,작법,*,*,*,*,*
作法,*,*,*,NNG,*,T,작법,*,*,*,*,*
作法,*,*,*,NNG,*,T,작법,*,*,*,*,*
作法,*,*,*,NNG,*,T,작법,*,*,*,*,*
作法自斃,*,*,*,NNG,*,F,작법자폐,*,*,*,*,*
作法自斃하다,*,*,*,VV,*,F,작법자폐하다,*,*,*,*,*
作法懺,*,*,*,NNG,*,T,작법참,*,*,*,*,*
作法하다,*,*,*,VV,*,F,작법하다,*,*,*,*,*
作法하다,*,*,*,VV,*,F,작법하다,*,*,*,*,*
作變,*,*,*,NNG,*,T,작변,*,*,*,*,*
作變하다,*,*,*,VV,*,F,작변하다,*,*,*,*,*
作別,*,*,*,NNG,*,T,작별,*,*,*,*,*
作別술,*,*,*,NNG,*,T,작별술,*,*,*,*,*
作別詩,*,*,*,NNG,*,F,작별시,*,*,*,*,*
作別酒,*,*,*,NNG,*,F,작별주,*,*,*,*,*
作別하다,*,*,*,VV,*,F,작별하다,*,*,*,*,*
作病,*,*,*,NNG,*,T,작병,*,*,*,*,*
作病하다,*,*,*,VV,*,F,작병하다,*,*,*,*,*
鵲報,*,*,*,NNG,*,F,작보,*,*,*,*,*
昨報,*,*,*,NNG,*,F,작보,*,*,*,*,*
昨報하다,*,*,*,VV,*,F,작보하다,*,*,*,*,*
爵服,*,*,*,NNG,*,T,작복,*,*,*,*,*
作封,*,*,*,NNG,*,T,작봉,*,*,*,*,*
雀蜂,*,*,*,NNG,*,T,작봉,*,*,*,*,*
爵封,*,*,*,NNG,*,T,작봉,*,*,*,*,*
作封하다,*,*,*,VV,*,F,작봉하다,*,*,*,*,*
作夫,*,*,*,NNG,*,F,작부,*,*,*,*,*
作夫,*,*,*,NNG,*,F,작부,*,*,*,*,*
作付,*,*,*,NNG,*,F,작부,*,*,*,*,*
酌婦,*,*,*,NNG,*,F,작부,*,*,*,*,*
作付方式,*,*,*,NNG,*,T,작부방식,*,*,*,*,*
作夫하다,*,*,*,VV,*,F,작부하다,*,*,*,*,*
作夫하다,*,*,*,VV,*,F,작부하다,*,*,*,*,*
